SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,SepalArea,PetalArea,TotalFlowerArea,SepalPetalRatio,PetalAspectRatio,FlowerVolumeIndex,Temperature,Humidity,SunlightHours,SoilPH,SoilMoisture,Rainfall,HealthScore,DiseaseRisk,Species
4.6,2.9,1.8,0.5,13.34,0.9,14.24,2.556,3.6,2.4,29.5,81,9.3,6.67,67,249.5,63.9,0,0
5.4,3.7,5.1,1.9,19.98,9.69,29.67,1.059,2.684,10.19,19.3,66,4.2,6.86,73,48.1,87.4,2,2
5.6,2.6,1.1,0.5,14.56,0.55,15.11,5.091,2.2,1.6,27.2,74,7.8,6.04,72,21.3,78.6,2,0
6.8,2.9,6.8,2.5,19.72,17.0,36.72,1.0,2.72,13.41,30.7,81,4.8,7.23,81,168.0,100.0,1,2
5.4,3.4,1.5,0.1,18.36,0.15,18.51,3.6,15.0,2.75,21.6,60,9.8,7.23,35,24.7,65.6,0,0
6.5,2.4,4.6,1.5,15.6,6.9,22.5,1.413,3.067,7.18,19.7,76,8.8,6.97,49,227.9,85.5,2,1
6.3,3.2,4.1,1.4,20.16,5.74,25.9,1.537,2.929,8.27,30.4,75,5.6,6.7,35,194.0,86.5,2,1
5.5,3.2,4.7,2.0,17.6,9.4,27.0,1.17,2.35,8.27,31.6,88,5.3,6.87,39,234.1,89.2,1,2
6.5,2.7,5.5,2.4,17.55,13.2,30.75,1.182,2.292,9.65,24.7,54,9.9,6.87,49,213.6,96.8,1,2
6.1,2.8,4.9,1.4,17.08,6.86,23.94,1.245,3.5,8.37,25.1,71,4.6,6.82,66,206.9,81.4,2,1
5.1,3.0,4.8,2.1,15.3,10.08,25.38,1.062,2.286,7.34,20.5,56,9.1,5.59,56,221.7,86.9,2,2
7.1,3.4,5.6,2.3,24.14,12.88,37.02,1.268,2.435,13.52,22.8,56,5.3,5.66,68,79.6,98.5,1,2
6.0,2.0,3.2,1.1,12.0,3.52,15.52,1.875,2.909,3.84,24.7,89,6.4,6.82,77,158.4,76.8,2,1
7.3,3.2,6.2,2.5,23.36,15.5,38.86,1.177,2.48,14.48,27.5,64,4.5,5.77,42,45.7,93.3,1,2
5.6,2.7,1.6,0.4,15.12,0.64,15.76,3.5,4.0,2.42,24.1,85,9.1,6.58,35,89.2,70.7,0,0
5.8,2.2,4.9,1.6,12.76,7.84,20.6,1.184,3.062,6.25,24.2,76,6.8,7.22,67,75.8,82.4,2,1
5.0,2.0,4.3,1.6,10.0,6.88,16.88,1.163,2.687,4.3,31.7,76,8.4,6.69,65,249.8,76.4,2,1
5.9,2.8,4.3,1.5,16.52,6.45,22.97,1.372,2.867,7.1,29.4,76,5.4,5.62,31,117.1,80.0,2,1
4.7,3.7,1.8,0.2,17.39,0.36,17.75,2.611,9.0,3.13,26.7,86,6.1,6.9,31,57.1,74.3,0,0
5.6,2.3,3.5,1.7,12.88,5.95,18.83,1.6,2.059,4.51,22.7,83,9.1,6.93,59,50.2,78.6,2,1
6.1,2.9,6.8,2.1,17.69,14.28,31.97,0.897,3.238,12.03,23.0,75,8.8,7.19,69,67.7,100.0,1,2
5.3,2.6,1.2,0.4,13.78,0.48,14.26,4.417,3.0,1.65,19.4,71,9.7,6.49,45,68.2,63.7,0,0
4.8,2.8,1.6,0.2,13.44,0.32,13.76,3.0,8.0,2.15,30.0,77,4.2,5.63,57,46.2,66.3,0,0
5.6,2.6,5.3,1.8,14.56,9.54,24.1,1.057,2.944,7.72,18.7,80,5.6,5.8,74,221.0,90.7,1,2
5.4,4.2,1.4,0.3,22.68,0.42,23.1,3.857,4.667,3.18,29.8,52,9.8,7.06,69,199.9,78.0,2,0
5.0,2.4,6.0,2.4,12.0,14.4,26.4,0.833,2.5,7.2,30.8,55,8.4,6.92,78,136.4,100.0,1,2
4.5,3.1,1.7,0.2,13.95,0.34,14.29,2.647,8.5,2.37,20.8,71,8.6,5.51,83,206.1,68.1,0,0
5.4,2.6,6.2,1.9,14.04,11.78,25.82,0.871,3.263,8.7,26.8,60,4.9,7.01,56,201.1,87.8,2,2
5.8,2.6,4.0,1.7,15.08,6.8,21.88,1.45,2.353,6.03,29.1,68,9.7,6.39,79,22.3,88.5,1,1
4.4,3.0,1.9,0.2,13.2,0.38,13.58,2.316,9.5,2.51,18.9,47,8.0,6.78,66,33.3,72.9,0,0
7.3,3.6,6.8,1.9,26.28,12.92,39.2,1.074,3.579,17.87,30.4,89,7.3,6.11,77,92.1,93.3,1,2
6.8,2.9,3.3,1.3,19.72,4.29,24.01,2.061,2.538,6.51,27.0,79,7.7,6.74,58,180.4,84.8,2,1
6.1,2.5,5.2,1.4,15.25,7.28,22.53,1.173,3.714,7.93,22.7,53,7.1,6.58,43,41.3,85.4,2,2
5.9,3.2,4.6,2.4,18.88,11.04,29.92,1.283,1.917,8.68,25.6,61,5.4,7.05,76,117.2,92.2,1,2
5.1,2.8,6.0,1.8,14.28,10.8,25.08,0.85,3.333,8.57,18.7,86,9.6,6.4,66,189.5,90.9,1,2
5.5,4.4,1.5,0.5,24.2,0.75,24.95,3.667,3.0,3.63,26.8,79,9.1,5.97,49,85.4,76.1,2,0
6.6,2.4,5.4,2.2,15.84,11.88,27.72,1.222,2.455,8.55,19.5,78,7.5,7.15,53,124.5,88.1,1,2
6.6,2.1,3.1,1.7,13.86,5.27,19.13,2.129,1.824,4.3,24.7,73,4.5,6.85,55,155.3,80.8,2,1
6.7,2.8,4.3,1.8,18.76,7.74,26.5,1.558,2.389,8.07,27.6,76,8.4,6.33,40,53.2,79.5,2,1
6.3,3.7,5.7,2.0,23.31,11.4,34.71,1.105,2.85,13.29,27.7,74,6.8,6.99,65,104.9,100.0,1,2
7.5,2.4,5.4,1.7,18.0,9.18,27.18,1.389,3.176,9.72,25.3,52,6.2,7.48,49,87.6,80.8,2,2
4.5,3.5,1.0,0.5,15.75,0.5,16.25,4.5,2.0,1.57,30.4,58,5.1,6.98,30,48.1,68.6,0,0
4.9,3.5,1.5,0.6,17.15,0.9,18.05,3.267,2.5,2.57,28.9,75,9.0,7.17,38,195.2,71.9,0,0
6.5,2.9,3.3,1.6,18.85,5.28,24.13,1.97,2.062,6.22,19.3,84,8.0,6.32,44,227.1,78.0,2,1
5.7,4.2,1.7,0.4,23.94,0.68,24.62,3.353,4.25,4.07,30.1,90,4.1,6.76,79,182.7,72.3,0,0
5.3,2.5,1.9,0.4,13.25,0.76,14.01,2.789,4.75,2.52,28.6,81,7.1,7.0,62,226.3,65.4,0,0
5.4,2.2,6.4,1.7,11.88,10.88,22.76,0.844,3.765,7.6,27.9,82,6.7,7.11,68,93.7,93.2,1,2
6.7,2.0,3.9,1.3,13.4,5.07,18.47,1.718,3.0,5.23,30.0,65,6.3,5.68,36,144.6,76.7,2,1
4.7,2.5,1.3,0.3,11.75,0.39,12.14,3.615,4.333,1.53,20.4,84,9.8,5.86,75,33.5,69.0,0,0
5.2,3.3,3.5,1.8,17.16,6.3,23.46,1.486,1.944,6.01,30.6,48,5.2,7.0,67,74.4,82.7,2,1
6.1,2.4,4.6,1.9,14.64,8.74,23.38,1.326,2.421,6.73,23.7,75,4.2,6.77,31,81.9,94.9,1,2
5.2,3.4,6.1,1.5,17.68,9.15,26.83,0.852,4.067,10.78,26.0,73,4.5,6.77,43,200.1,82.6,2,2
7.9,3.5,5.8,1.9,27.65,11.02,38.67,1.362,3.053,16.04,30.8,73,4.3,7.13,83,162.8,94.5,1,2
4.3,4.3,1.4,0.4,18.49,0.56,19.05,3.071,3.5,2.59,29.8,69,10.0,7.18,43,154.6,71.3,0,0
4.5,3.4,1.1,0.1,15.3,0.11,15.41,4.091,11.0,1.68,27.8,53,8.4,7.5,57,68.5,70.3,0,0
6.8,3.3,4.3,1.8,22.44,7.74,30.18,1.581,2.389,9.65,27.9,62,5.5,7.47,51,68.4,92.8,1,1
4.9,3.0,4.4,1.0,14.7,4.4,19.1,1.114,4.4,6.47,24.7,45,8.0,6.33,74,181.8,83.0,2,1
5.1,3.6,6.1,2.0,18.36,12.2,30.56,0.836,3.05,11.2,30.5,87,6.7,5.75,82,106.6,96.0,1,2
5.3,3.1,4.5,1.0,16.43,4.5,20.93,1.178,4.5,7.39,24.5,57,6.7,5.94,31,194.4,81.9,2,1
6.0,2.3,6.0,1.7,13.8,10.2,24.0,1.0,3.529,8.28,28.0,59,9.9,7.43,32,84.6,96.9,1,2
6.7,2.2,6.9,2.1,14.74,14.49,29.23,0.971,3.286,10.17,19.6,62,7.4,6.49,65,64.6,100.0,1,2
6.9,3.1,4.7,1.5,21.39,7.05,28.44,1.468,3.133,10.05,18.9,61,9.6,7.21,63,187.6,80.5,2,2
5.0,3.8,6.1,2.1,19.0,12.81,31.81,0.82,2.905,11.59,27.5,74,4.0,6.35,73,236.9,88.4,1,2
5.8,3.4,3.6,1.5,19.72,5.4,25.12,1.611,2.4,7.1,24.5,68,7.1,5.59,76,71.6,77.2,2,1
6.0,2.4,3.8,1.3,14.4,4.94,19.34,1.579,2.923,5.47,30.3,46,9.9,5.95,74,117.5,73.1,0,1
4.6,3.0,1.1,0.4,13.8,0.44,14.24,4.182,2.75,1.52,18.4,72,8.8,6.69,70,235.1,76.3,2,0
4.5,2.8,1.3,0.1,12.6,0.13,12.73,3.462,13.0,1.64,22.7,60,9.7,7.05,69,120.9,63.8,0,0
6.1,2.1,3.1,1.0,12.81,3.1,15.91,1.968,3.1,3.97,22.4,89,4.4,5.76,81,121.6,73.0,0,1
6.2,2.4,4.6,1.5,14.88,6.9,21.78,1.348,3.067,6.84,29.9,70,4.6,7.0,44,218.9,88.4,1,2
4.9,2.8,6.4,2.4,13.72,15.36,29.08,0.766,2.667,8.78,26.7,66,7.9,6.85,31,124.4,98.0,1,2
4.5,2.3,1.6,0.4,10.35,0.64,10.99,2.812,4.0,1.66,29.8,81,4.8,6.52,52,116.8,74.9,0,0
5.3,2.2,3.1,1.1,11.66,3.41,15.07,1.71,2.818,3.61,26.2,77,9.8,7.01,49,154.2,77.5,2,1
4.5,2.9,1.3,0.3,13.05,0.39,13.44,3.462,4.333,1.7,18.1,82,7.9,5.79,45,136.6,76.1,2,0
4.9,2.7,1.2,0.6,13.23,0.72,13.95,4.083,2.0,1.59,29.0,66,5.1,6.45,74,245.8,73.0,0,0
6.7,2.8,3.7,1.2,18.76,4.44,23.2,1.811,3.083,6.94,22.6,51,6.7,7.08,32,134.1,85.6,2,1
5.6,2.6,6.0,1.7,14.56,10.2,24.76,0.933,3.529,8.74,28.3,66,8.8,6.25,55,62.4,98.2,1,2
4.9,2.5,4.2,1.1,12.25,4.62,16.87,1.167,3.818,5.15,24.2,85,7.5,7.03,32,244.3,74.4,0,1
5.3,3.2,4.5,1.3,16.96,5.85,22.81,1.178,3.462,7.63,25.8,56,5.2,5.85,46,229.4,74.0,0,1
5.3,3.2,6.6,1.8,16.96,11.88,28.84,0.803,3.667,11.19,20.9,74,5.4,7.12,72,59.4,94.2,1,2
7.5,3.6,4.7,1.6,27.0,7.52,34.52,1.596,2.938,12.69,30.9,57,5.2,6.26,53,93.1,83.9,2,2
5.6,2.3,6.0,1.6,12.88,9.6,22.48,0.933,3.75,7.73,25.5,54,6.0,5.61,80,84.4,83.2,2,2
7.8,3.6,5.0,1.5,28.08,7.5,35.58,1.56,3.333,14.04,24.6,87,7.7,5.83,54,192.8,87.3,2,2
6.0,3.0,4.9,2.2,18.0,10.78,28.78,1.224,2.227,8.82,25.4,75,8.3,6.49,47,153.7,93.8,1,2
6.8,2.5,6.6,1.9,17.0,12.54,29.54,1.03,3.474,11.22,21.3,58,5.8,7.28,66,56.2,100.0,1,2
6.1,2.2,3.2,1.4,13.42,4.48,17.9,1.906,2.286,4.29,22.9,82,4.2,6.52,51,118.0,78.4,2,1
5.7,2.7,3.6,1.0,15.39,3.6,18.99,1.583,3.6,5.54,24.2,61,7.9,6.22,35,87.7,77.2,2,1
6.8,3.5,6.7,1.5,23.8,10.05,33.85,1.015,4.467,15.95,19.0,47,7.3,6.17,73,95.7,86.9,2,2
7.4,2.5,5.9,1.6,18.5,9.44,27.94,1.254,3.688,10.92,30.0,90,8.4,7.32,30,197.1,85.4,2,2
6.5,2.6,3.9,1.5,16.9,5.85,22.75,1.667,2.6,6.59,27.2,75,7.9,7.48,39,219.1,77.3,2,1
7.1,3.0,5.7,2.3,21.3,13.11,34.41,1.246,2.478,12.14,28.6,74,6.0,5.67,84,63.2,100.0,1,2
6.2,2.9,6.5,1.4,17.98,9.1,27.08,0.954,4.643,11.69,19.9,53,5.8,6.98,61,206.4,93.5,1,2
5.4,2.6,4.6,1.6,14.04,7.36,21.4,1.174,2.875,6.46,27.7,64,6.0,5.55,80,27.4,78.9,2,1
6.1,3.1,4.9,1.5,18.91,7.35,26.26,1.245,3.267,9.27,23.5,69,5.2,6.28,64,108.9,84.3,2,1
6.1,2.6,4.9,1.1,15.86,5.39,21.25,1.245,4.455,7.77,19.5,80,5.1,7.15,68,132.4,75.8,2,1
5.7,3.1,1.2,0.2,17.67,0.24,17.91,4.75,6.0,2.12,25.3,74,4.3,6.54,40,95.2,77.0,2,0
5.2,2.2,4.1,1.4,11.44,5.74,17.18,1.268,2.929,4.69,19.0,58,4.8,5.91,57,208.1,84.1,2,1
5.2,4.3,1.5,0.4,22.36,0.6,22.96,3.467,3.75,3.35,27.6,62,5.2,7.48,58,34.7,69.6,0,0
5.1,4.2,1.8,0.3,21.42,0.54,21.96,2.833,6.0,3.86,26.1,50,5.7,7.26,59,99.8,76.6,2,0
5.7,3.2,4.8,1.3,18.24,6.24,24.48,1.188,3.692,8.76,20.5,84,8.4,6.42,72,62.2,83.6,2,1
6.4,2.1,4.9,1.1,13.44,5.39,18.83,1.306,4.455,6.59,30.4,79,5.8,7.33,74,187.1,87.2,2,1
5.8,3.1,3.3,1.3,17.98,4.29,22.27,1.758,2.538,5.93,28.6,77,8.6,6.15,58,57.9,73.9,0,1
5.0,2.5,1.6,0.5,12.5,0.8,13.3,3.125,3.2,2.0,23.3,70,9.1,6.29,30,77.6,74.9,0,0
4.8,3.9,1.4,0.1,18.72,0.14,18.86,3.429,14.0,2.62,25.7,60,8.3,6.38,60,208.7,75.7,2,0
5.6,3.6,1.2,0.2,20.16,0.24,20.4,4.667,6.0,2.42,28.4,55,4.5,7.03,73,82.8,69.5,0,0
4.6,2.4,1.6,0.2,11.04,0.32,11.36,2.875,8.0,1.77,27.8,85,8.9,6.78,75,171.8,64.3,0,0
5.8,2.3,4.5,2.2,13.34,9.9,23.24,1.289,2.045,6.0,28.7,60,6.2,5.98,35,23.7,82.2,2,2
4.8,2.7,1.6,0.2,12.96,0.32,13.28,3.0,8.0,2.07,30.4,87,5.0,5.83,56,137.9,75.7,2,0
6.1,2.3,3.4,1.4,14.03,4.76,18.79,1.794,2.429,4.77,31.1,52,5.4,5.71,50,59.9,78.0,2,1
4.9,2.3,3.5,1.5,11.27,5.25,16.52,1.4,2.333,3.94,21.9,84,6.2,5.63,43,114.6,84.8,2,1
7.0,2.1,4.1,1.8,14.7,7.38,22.08,1.707,2.278,6.03,29.9,55,5.5,5.69,50,245.7,87.9,2,1
7.7,3.4,4.8,1.6,26.18,7.68,33.86,1.604,3.0,12.57,28.7,89,5.9,7.2,60,35.5,77.6,2,2
6.2,3.0,6.3,2.0,18.6,12.6,31.2,0.984,3.15,11.72,27.9,45,5.4,6.73,37,91.0,99.0,1,2
5.2,2.4,1.3,0.2,12.48,0.26,12.74,4.0,6.5,1.62,20.1,58,7.9,5.98,76,157.6,77.7,2,0
7.5,2.4,5.3,2.3,18.0,12.19,30.19,1.415,2.304,9.54,18.6,71,7.9,6.08,31,72.7,98.1,1,2
5.4,2.8,4.9,1.5,15.12,7.35,22.47,1.102,3.267,7.41,21.5,88,8.2,5.94,85,107.7,81.8,2,1
6.2,2.1,4.0,1.8,13.02,7.2,20.22,1.55,2.222,5.21,18.7,54,9.6,5.75,41,156.3,89.7,1,1
4.7,2.5,1.7,0.3,11.75,0.51,12.26,2.765,5.667,2.0,28.1,60,6.5,6.71,49,85.6,70.2,0,0
5.5,3.6,5.7,2.4,19.8,13.68,33.48,0.965,2.375,11.29,23.0,69,5.0,6.38,62,160.2,96.3,1,2
5.5,4.0,1.0,0.3,22.0,0.3,22.3,5.5,3.333,2.2,30.0,64,7.6,5.81,76,60.4,68.7,0,0
5.9,2.5,4.3,1.1,14.75,4.73,19.48,1.372,3.909,6.34,19.9,75,5.2,7.33,30,23.0,79.5,2,1
6.0,2.8,5.5,1.8,16.8,9.9,26.7,1.091,3.056,9.24,28.4,69,6.9,6.78,67,36.4,96.0,1,2
4.9,3.5,1.2,0.3,17.15,0.36,17.51,4.083,4.0,2.06,21.6,67,7.1,6.48,74,104.7,63.6,0,0
6.8,3.0,3.5,1.0,20.4,3.5,23.9,1.943,3.5,7.14,29.4,85,8.2,5.56,72,168.4,73.2,0,1
6.9,2.2,3.5,1.5,15.18,5.25,20.43,1.971,2.333,5.31,27.3,55,4.1,7.04,71,183.7,78.6,2,1
6.7,3.6,5.7,1.6,24.12,9.12,33.24,1.175,3.562,13.75,23.9,72,5.5,6.1,64,171.5,86.4,2,2
6.4,3.1,4.9,1.7,19.84,8.33,28.17,1.306,2.882,9.72,19.5,81,8.7,6.19,39,81.9,82.0,2,1
6.1,2.7,6.9,2.3,16.47,15.87,32.34,0.884,3.0,11.36,18.0,49,8.6,6.34,56,170.5,100.0,1,2
4.6,2.7,1.1,0.3,12.42,0.33,12.75,4.182,3.667,1.37,25.0,52,6.7,7.13,41,66.2,74.7,0,0
4.7,4.2,1.4,0.4,19.74,0.56,20.3,3.357,3.5,2.76,26.7,85,5.0,6.09,54,48.7,64.1,0,0
5.2,3.3,1.6,0.2,17.16,0.32,17.48,3.25,8.0,2.75,18.9,45,8.0,7.08,32,42.3,71.0,0,0
4.9,3.4,1.9,0.2,16.66,0.38,17.04,2.579,9.5,3.17,24.8,66,7.6,6.17,73,224.7,78.8,2,0
5.7,3.7,1.3,0.1,21.09,0.13,21.22,4.385,13.0,2.74,23.0,66,8.8,5.51,85,180.6,73.9,0,0
4.3,2.6,1.5,0.6,11.18,0.9,12.08,2.867,2.5,1.68,28.5,60,6.2,6.74,72,220.1,72.0,0,0
5.5,3.8,6.8,2.3,20.9,15.64,36.54,0.809,2.957,14.21,18.2,68,9.2,7.44,77,94.9,100.0,1,2
6.4,3.4,6.4,1.8,21.76,11.52,33.28,1.0,3.556,13.93,31.1,75,9.9,7.21,36,188.9,89.7,1,2
5.4,4.1,1.8,0.5,22.14,0.9,23.04,3.0,3.6,3.99,28.0,47,4.8,7.09,49,211.4,79.7,2,0
5.3,2.6,3.2,1.5,13.78,4.8,18.58,1.656,2.133,4.41,21.4,58,5.0,7.39,74,40.6,78.6,2,1
5.0,3.7,5.3,1.8,18.5,9.54,28.04,0.943,2.944,9.8,21.9,61,8.0,7.4,72,48.3,83.3,2,2
6.8,3.0,6.4,1.8,20.4,11.52,31.92,1.062,3.556,13.06,21.1,81,8.6,6.7,71,98.9,99.6,1,2
7.1,2.8,6.0,2.0,19.88,12.0,31.88,1.183,3.0,11.93,30.0,59,5.3,5.73,35,45.6,91.4,1,2
7.7,3.4,4.8,1.8,26.18,8.64,34.82,1.604,2.667,12.57,29.9,69,7.5,5.5,33,155.7,82.3,2,2
7.0,2.4,3.8,1.5,16.8,5.7,22.5,1.842,2.533,6.38,29.2,78,8.0,6.68,36,110.9,82.0,2,1
5.6,3.1,3.6,1.2,17.36,4.32,21.68,1.556,3.0,6.25,27.5,54,7.6,5.79,72,215.3,83.9,2,1
5.2,2.9,1.9,0.2,15.08,0.38,15.46,2.737,9.5,2.87,32.0,90,7.4,6.76,43,133.9,74.0,0,0
5.0,3.1,3.3,1.6,15.5,5.28,20.78,1.515,2.062,5.12,29.9,59,8.2,5.61,85,198.5,86.3,2,1
6.1,3.8,6.1,2.3,23.18,14.03,37.21,1.0,2.652,14.14,31.9,80,6.4,6.34,60,247.8,100.0,1,2
5.1,3.0,3.6,1.7,15.3,6.12,21.42,1.417,2.118,5.51,27.8,80,6.4,5.76,78,202.0,88.1,1,1
5.6,3.8,1.4,0.2,21.28,0.28,21.56,4.0,7.0,2.98,19.9,89,6.9,7.29,43,70.2,74.5,0,0
6.9,2.8,6.6,1.5,19.32,9.9,29.22,1.045,4.4,12.75,29.0,54,6.3,7.47,73,213.6,96.6,1,2
4.8,3.3,1.9,0.2,15.84,0.38,16.22,2.526,9.5,3.01,25.2,66,7.6,7.44,70,186.2,66.7,0,0
4.7,3.3,1.6,0.6,15.51,0.96,16.47,2.938,2.667,2.48,27.1,69,8.7,7.48,72,171.5,76.4,2,0
6.0,3.2,5.6,1.4,19.2,7.84,27.04,1.071,4.0,10.75,19.6,52,6.9,6.84,62,71.7,87.1,2,2
6.3,3.3,4.7,2.1,20.79,9.87,30.66,1.34,2.238,9.77,23.4,86,8.2,6.1,38,42.9,82.8,2,2
5.5,3.5,4.5,2.0,19.25,9.0,28.25,1.222,2.25,8.66,25.5,78,6.9,6.54,67,144.0,93.1,1,2
5.3,3.4,6.8,2.4,18.02,16.32,34.34,0.779,2.833,12.25,20.5,83,8.2,5.51,58,204.1,96.6,1,2
5.2,3.7,1.1,0.2,19.24,0.22,19.46,4.727,5.5,2.12,28.5,50,9.9,6.51,53,242.2,65.2,0,0
4.9,2.7,6.8,2.0,13.23,13.6,26.83,0.721,3.4,9.0,29.0,87,7.2,5.78,61,179.9,97.6,1,2
6.2,2.7,4.4,1.5,16.74,6.6,23.34,1.409,2.933,7.37,18.6,47,5.1,6.1,83,69.5,77.3,2,1
5.5,2.8,4.8,2.1,15.4,10.08,25.48,1.146,2.286,7.39,19.0,61,5.6,6.8,40,112.0,83.5,2,2
6.3,3.3,3.3,1.2,20.79,3.96,24.75,1.909,2.75,6.86,26.8,62,10.0,6.89,42,184.3,78.9,2,1
7.4,3.2,5.5,1.6,23.68,8.8,32.48,1.345,3.438,13.02,31.9,72,6.3,7.43,45,37.8,81.6,2,2
5.3,3.2,1.3,0.1,16.96,0.13,17.09,4.077,13.0,2.2,30.7,62,4.9,7.1,47,22.3,68.3,0,0
4.9,2.5,1.8,0.2,12.25,0.36,12.61,2.722,9.0,2.21,28.2,64,7.5,7.11,36,141.7,73.9,0,0
6.1,2.9,4.9,1.1,17.69,5.39,23.08,1.245,4.455,8.67,31.3,69,5.1,7.11,73,242.6,81.3,2,1
7.5,2.8,5.9,1.7,21.0,10.03,31.03,1.271,3.471,12.39,27.6,90,4.9,5.75,54,150.5,86.3,2,2
6.8,2.8,6.4,2.1,19.04,13.44,32.48,1.062,3.048,12.19,23.9,74,5.1,7.47,81,127.8,93.5,1,2
6.0,3.0,4.9,1.2,18.0,5.88,23.88,1.224,4.083,8.82,26.9,50,9.7,6.31,50,214.4,83.9,2,1
5.4,4.3,1.1,0.1,23.22,0.11,23.33,4.909,11.0,2.55,28.4,80,9.6,7.12,30,241.3,69.0,0,0
7.7,2.4,5.7,2.2,18.48,12.54,31.02,1.351,2.591,10.53,27.5,79,8.2,6.31,69,63.7,100.0,1,2
5.4,3.8,1.7,0.2,20.52,0.34,20.86,3.176,8.5,3.49,28.3,78,8.1,5.58,58,241.9,73.5,0,0
7.6,2.5,5.4,1.5,19.0,8.1,27.1,1.407,3.6,10.26,22.9,48,6.5,6.26,53,243.0,83.6,2,2
5.6,3.1,6.3,1.5,17.36,9.45,26.81,0.889,4.2,10.94,22.2,63,5.6,5.5,70,150.8,84.4,2,2
6.9,3.3,4.1,1.7,22.77,6.97,29.74,1.683,2.412,9.34,31.1,84,9.1,5.61,30,161.6,81.2,2,1
5.1,2.5,4.5,1.3,12.75,5.85,18.6,1.133,3.462,5.74,18.1,72,7.0,5.67,62,226.7,80.3,2,1
4.9,3.1,3.5,1.4,15.19,4.9,20.09,1.4,2.5,5.32,23.2,68,6.6,5.86,81,82.0,87.6,2,1
7.4,2.5,5.3,1.9,18.5,10.07,28.57,1.396,2.789,9.8,23.0,90,5.2,5.88,32,50.7,88.9,1,2
6.8,2.2,3.4,1.4,14.96,4.76,19.72,2.0,2.429,5.09,27.3,62,4.7,6.48,61,204.0,82.9,2,1
6.5,3.1,3.8,1.6,20.15,6.08,26.23,1.711,2.375,7.66,28.4,69,4.8,7.42,80,24.9,76.6,2,1
4.9,3.3,4.6,2.3,16.17,10.58,26.75,1.065,2.0,7.44,24.0,83,8.4,6.37,48,84.9,84.5,2,2
5.4,2.2,4.1,1.2,11.88,4.92,16.8,1.317,3.417,4.87,28.7,61,10.0,5.99,82,118.7,79.4,2,1
5.4,3.4,1.2,0.6,18.36,0.72,19.08,4.5,2.0,2.2,26.3,85,4.9,5.74,55,28.8,79.3,2,0
4.9,3.6,1.1,0.1,17.64,0.11,17.75,4.455,11.0,1.94,23.7,64,8.2,7.46,44,97.3,69.9,0,0
6.2,2.3,4.8,1.8,14.26,8.64,22.9,1.292,2.667,6.84,31.2,90,6.5,6.14,33,61.8,79.3,2,2
7.1,2.5,5.6,2.4,17.75,13.44,31.19,1.268,2.333,9.94,19.4,56,5.5,6.48,51,90.0,90.4,1,2
5.3,3.9,1.1,0.3,20.67,0.33,21.0,4.818,3.667,2.27,29.3,82,7.2,6.24,71,83.5,72.0,0,0
5.6,2.6,1.7,0.2,14.56,0.34,14.9,3.294,8.5,2.48,26.2,86,8.9,5.89,58,232.9,63.9,0,0
6.8,2.7,5.6,2.2,18.36,12.32,30.68,1.214,2.545,10.28,25.5,54,4.3,5.88,65,183.7,100.0,1,2
7.8,3.6,5.6,2.2,28.08,12.32,40.4,1.393,2.545,15.72,30.8,49,6.9,6.55,62,201.9,89.3,1,2
6.4,2.2,3.1,1.5,14.08,4.65,18.73,2.065,2.067,4.36,29.1,89,5.1,7.13,61,177.5,85.2,2,1
4.5,3.9,1.3,0.5,17.55,0.65,18.2,3.462,2.6,2.28,23.6,62,5.2,5.51,66,70.1,74.4,0,0
6.3,3.3,5.8,1.7,20.79,9.86,30.65,1.086,3.412,12.06,21.1,90,5.6,5.74,44,30.5,85.5,2,2
5.3,4.3,1.2,0.2,22.79,0.24,23.03,4.417,6.0,2.73,30.2,48,7.9,6.0,82,68.3,64.3,0,0
5.9,3.2,5.4,1.5,18.88,8.1,26.98,1.093,3.6,10.2,27.9,80,5.6,5.77,69,87.8,94.0,1,2
7.3,3.5,5.0,2.5,25.55,12.5,38.05,1.46,2.0,12.78,20.5,46,7.2,7.46,79,236.0,96.3,1,2
7.1,2.8,6.1,2.4,19.88,14.64,34.52,1.164,2.542,12.13,26.9,80,5.2,6.38,50,81.8,100.0,1,2
5.2,2.3,4.5,1.3,11.96,5.85,17.81,1.156,3.462,5.38,30.6,50,7.0,6.42,82,218.3,76.7,2,1
6.9,2.3,3.6,1.2,15.87,4.32,20.19,1.917,3.0,5.71,30.4,70,8.1,5.88,39,36.6,74.6,0,1
7.8,2.4,5.8,2.2,18.72,12.76,31.48,1.345,2.636,10.86,29.3,83,4.6,6.27,37,210.1,99.7,1,2
7.7,2.4,6.3,1.7,18.48,10.71,29.19,1.222,3.706,11.64,31.1,83,4.1,7.43,80,44.5,95.2,1,2
6.7,2.1,3.3,1.6,14.07,5.28,19.35,2.03,2.062,4.64,30.5,55,5.8,6.46,45,32.9,83.6,2,1
6.5,2.2,4.6,2.0,14.3,9.2,23.5,1.413,2.3,6.58,19.4,71,4.9,7.32,31,72.1,86.6,2,2
6.3,2.3,4.8,1.3,14.49,6.24,20.73,1.312,3.692,6.96,30.4,52,7.0,7.48,44,43.4,89.8,1,1
5.1,2.5,3.8,1.7,12.75,6.46,19.21,1.342,2.235,4.84,19.2,47,7.6,5.86,63,97.0,77.8,2,1
